rental_id,booked_price_per_day,month_booked
17894098645200,$178.88,May
29729062308960,$72.37,9
12111251945040,$112.88,9
12646221901440,$171.08,6
31755668864160,$163.30,11
26519365693680,$226.13,6
28803176446560,$399.55,7
24869392762560,$208.35,9
29440954208160,$212.57,12
21722612061600,$98.72,9
27367314621120,$225.03,9
28793572843200,$249.72,8
27913981273920,$196.93,9
2099618565360,$241.60,11
27851557852080,$183.99,7
28023437727600,$177.41,8
13449846505680,$273.78,11
30709614836640,$272.71,9
12775993669920,$95.76,7
18422543076240,$65.62,10
29123542804800,$193.81,10
25524530884080,$112.74,5
30730915136400,$126.67,8
24468257637600,$271.93,6
29081557820880,$123.09,7
23909278672800,$260.52,November
19663254756480,$125.88,6
23546311715040,$133.04,6
20086921412400,$206.03,8
32664809982240,$257.95,12
28758482754000,$208.04,6
28463972250960,$156.14,6
19278248760240,$103.74,12
15710386988880,$91.08,10
30586245470400,"$1,099.20",7
18401365899600,$189.50,12
24040651041840,$505.59,11
1004315289840,$175.47,9
26961870186960,$241.31,7
5559624483600,$201.24,6
25018248614640,$210.58,7
9706534288320,$500.56,6
25438467823200,$249.76,11
28604825100240,$112.01,7
23150594007360,$85.69,10
21977600043120,$254.62,10
30365608839360,$147.89,10
8237798589840,$138.13,11
27511738040880,$231.16,6
26579326653120,$194.06,6
30413134363680,$166.64,7
28144590877680,$175.25,5
20061681172800,$254.58,12
23408906313120,$129.47,7
28799852122320,$196.61,October
11164188906000,$122.27,6
29985527767920,$224.08,9
18001215759600,$126.05,6
33180572731920,$159.88,11
27642617917440,$101.03,7
33002536700400,$249.36,12
19697729230080,$162.93,12
29687323571280,$254.22,7
29803182427200,$135.96,7
12796432107840,$116.50,7
15136140757200,$144.48,6
28348975256880,$180.32,6
30794692912560,$202.27,8
29395768023120,$162.60,June
16652894472480,$146.27,6
30352188419280,$224.12,9
20706107582880,$285.69,10
24650110485840,$159.12,9
26428747077360,$111.53,9
2622153086640,$303.70,7
21876269715360,$319.17,6
30794692912560,$136.27,8
25696903252080,$220.29,11
25009137503760,$142.42,7
22679155580880,$51.11,5
16760627202480,$182.24,9
29641398647520,$227.15,7
24891185554800,$189.95,5
12798402077760,$185.85,6
28867323592080,$514.99,12
29418176430960,$121.40,9
27847987281600,$197.71,6
25245287647920,$391.70,10
24642723098640,$234.13,8
20447056538400,$118.56,11
27549536838720,$133.19,7
32328437618400,$191.08,12
25545708060720,$80.71,8
18216188727120,$140.69,7
20823197670000,$183.09,10
28083029317680,$215.96,10
28577122398240,$291.50,9
6447957794400,$486.52,7
14215795435200,$188.23,6
31346653859520,$232.87,12
30403653883440,$340.69,7
26023795135680,$109.19,7
26539065392880,$266.47,8
21954576019680,$164.45,7
25383801157920,$296.88,7
21958515959520,$368.70,7
30352188419280,$179.14,8
21750684132960,$282.55,8
494831819280,$319.29,9
21530786240640,$265.80,12
20103666156720,$223.78,5
25876786130400,$223.89,5
22721386811040,$111.16,7
26384422754160,$319.58,9
25103696059920,$275.76,10
20852377849440,$604.77,8
20877494965920,$125.45,5
31701125322000,$310.24,8
21406801258800,$125.13,11
12480005689440,$324.15,12
30909566783520,$220.61,12
24984389756640,$112.44,8
30711707929680,$223.76,7
28996602868080,$230.57,9
22151203642320,$145.50,6
24228167553600,$261.76,6
25299831190080,$172.24,6
22236035472000,$262.74,6
26228302638000,$129.65,6
26693831154720,$106.87,12
28287536820000,$216.36,6
13878807455760,$86.56,6
27708488786640,$313.67,6
29529479731440,$388.83,8
27752813109840,$182.56,8
24486849228720,$193.72,6
2014294243200,$199.61,7
29729062308960,$81.97,8
23592606008160,$216.52,8
27738653951040,$326.04,9
18459233766000,$804.15,7
26715747070080,$260.93,7
31928656847760,$230.23,9
27953626918560,$106.92,5
21912344789520,$106.11,10
18874281803520,$179.00,7
26575756082640,$190.45,5
9448221982560,$105.43,6
3953483383200,$200.39,7
26758347669600,$204.73,8
20758804278240,$411.81,6
6770540368800,$174.29,7
29866221464640,$194.23,7
16952206777200,$85.85,6
30831506725440,$130.61,10
22572038466480,$216.59,11
26399813144160,$166.95,12
1689126083280,$133.08,8
25429479835440,$134.81,9
29393305560720,$99.14,6
26169080417280,$139.68,9
5601855713760,$254.56,8
28340110392240,$202.27,7
27931464756960,$86.24,10
28739644916640,$108.92,6
25058263628640,$203.02,6
31932104295120,$57.70,10
12506477160240,$145.73,11
24556413791520,$379.49,9
13168879545840,$89.37,5
30694347569760,$111.68,11
24807954325680,$251.05,10
3353381296320,$181.74,6
1418255219280,$294.38,6
20394975458640,$332.89,11
23667341742000,$76.04,6
30157900135920,$953.37,11
25199116477920,$102.05,10
22800924346560,$243.78,7
17457504061680,$195.69,10
9149279047200,$156.99,10
24317308692480,$260.59,6
30243470704320,$188.52,9
31581449649360,$112.20,11
19196864377920,$339.80,7
12091182876480,$157.57,6
31420404608400,$306.46,10
18294618154560,$230.98,8
32048455643520,$247.86,11
33307512668640,$87.32,12
26907326644800,$122.14,6
27142491804000,$99.68,6
7977516314160,$93.06,9
13303329992880,$117.73,11
16677765342720,$248.37,12
25094584949040,$132.80,6
32305906087440,$102.29,11
2437960899120,$287.13,9
30128227464000,$139.59,10
25168458821040,$148.12,12
28690026299280,$254.15,11
8888134909680,$92.59,6
2112300246720,$317.00,6
26734092414960,$137.98,6
22171888326480,$116.29,8
20132353843680,$112.98,6
12446639323920,$176.61,6
33458830983120,$146.90,12
25632632983440,$121.92,7
21852753199440,$275.52,11
25696041390240,$191.13,7
28654074348240,$79.20,6
3797240143920,$208.23,10
22874675095440,$169.27,11
29985527767920,$195.07,10
30459182410560,$158.21,8
25381092449280,$132.90,7
27218951261520,$191.13,6
17641573126080,$177.01,5
18526582112640,$161.99,5
19304966477280,$124.84,9
13691414067120,$101.36,7
30776716937040,$268.75,12
16353089675280,$234.09,6
8888134909680,$86.33,5
26894275594080,$129.48,8
26931705022560,$164.68,5
31587359559120,$106.08,9
29163065326320,$140.58,9
6645570402000,$181.98,5
16035924518160,$105.07,6
5796882735840,$126.54,10
21919855299840,$320.94,8
26524783110960,$232.15,9
20399038521600,$129.69,12
25653071421360,$174.51,9
29730539786400,$128.67,10
26430347677920,$186.29,6
16952206777200,$85.85,6
24303642026160,$252.77,7
26205647983920,$181.37,9
17240684247360,$188.75,10
15118657274160,$208.47,6
3852029932320,$121.02,7
29063951214720,$208.42,6
15896302900080,$225.73,9
23689627026720,$205.91,7
12581951632800,$315.03,8
24698744118240,$321.08,11
30875707925520,$245.51,8
27337765072320,$306.63,9
3353381296320,$203.19,11
10244951692080,$221.58,9
28025038328160,$210.27,6
26483783112000,$212.37,8
19339687197120,$225.54,11
9165408175920,$200.72,9
25674371721120,$132.35,8
25429479835440,$134.81,9
24371482865280,$131.25,5
26238521856960,$260.67,10
24914948316960,$207.60,12
6427149987120,$80.31,6
19392260769360,$213.92,6
26685951275040,$198.81,7
20583969447840,$170.81,7
28655798071920,$138.00,12
28391822102640,$249.90,11
17153020585920,$246.43,9
30553371597360,$231.12,10
24467272652640,$165.15,6
23934149543040,$186.88,9
13339035697680,$141.13,11
27128825137680,$300.14,8
20691825300960,$188.30,7
24398446828560,$172.59,7
28728686958960,$145.87,7
20087290781760,$51.39,7
22414933365360,$163.56,10
20779612085520,$204.93,8
21764104553040,$280.13,12
24716350724400,$194.06,12
18698461988160,$95.10,12
27633506806560,$186.99,5
26378389721280,$243.39,7
28758975246480,$302.35,8
30856254472560,$719.98,10
8272519309680,$72.60,6
27510629932800,$113.34,6
23529813216960,$169.40,10
30222909143280,$306.76,8
23675960360400,$116.15,6
21526230685200,$153.14,12
26768197519200,$144.87,11
25042996361760,$365.71,8
13295450113200,$260.53,5
15925606202640,$168.66,6
4618717600560,$269.89,8
14786224850160,$125.96,5
13152504170880,$261.32,6
30426677906880,$315.29,9
29613203453040,$383.46,12
30015569809200,$159.53,8
15503786393520,$89.66,10
23559239642640,$109.03,6
28001521812240,$140.69,6
7437252063600,$134.86,8
17178876441120,$135.07,10
23900906300640,$269.12,9
16486062644880,$637.08,6
13329678340560,$200.73,11
3353381296320,$182.19,6
23585464867200,$127.17,7
27388738044000,$275.47,10
21046296763440,$152.20,5
15538753359600,$117.24,11
14978543163600,$164.39,7
21624852304320,$316.31,7
24913101470160,$170.07,7
31866356549040,$286.96,10
4704903784560,$55.99,7
31594870069440,$127.02,11
25315960318800,$322.48,12
24757720092720,$169.31,9
22390431864480,$62.42,6
25575134486400,$222.65,7
31907110301760,$156.05,11
20351020504800,$176.84,8
24220657043280,$62.10,7
28894533801600,$198.10,10
29561737988880,$89.69,8
31896644836560,$240.01,11
20149591080480,$217.25,6
26962978295040,$66.43,6
17327362923840,$448.77,7
30507569796720,$272.55,9
6977017841040,$176.64,6
7535381190240,$134.87,9
25437975330720,$93.56,10
20691825300960,$185.68,7
29438122376400,$115.92,12
26579326653120,$333.14,6
25749846193680,$157.83,10
23279503914000,$388.71,7
23923684077840,$172.02,7
32346044224560,$111.46,10
28704924196800,$197.71,7
32586996170400,$100.95,11
28704924196800,$198.38,6
31600164363600,$180.10,9
21160555018800,$219.37,7
14340642278880,$250.00,7
13303329992880,$89.43,5
31528752954000,$145.95,12
31794329523840,$177.30,9
29452650904560,$132.73,7
10696321050000,$109.58,7
27670813111920,$163.48,12
25022804170080,$123.33,6
24706131505440,$107.68,6
29764029275040,$206.96,7
29529479731440,$389.11,9
28994756021280,$182.97,7
23518978382400,$235.21,8
23529813216960,$155.84,7
30989350565280,$199.81,8
21929089533840,$124.36,6
28616398673520,$193.08,9
24503347726800,$77.02,7
28248629914080,$295.36,9
25755509857200,$278.85,9
13073459127840,$151.70,8
17995675219200,$136.95,5
32845800968640,$173.17,12
28549912188720,$333.87,11
29300963220720,$113.84,9
19866284781360,$115.69,12
26108011349760,$277.07,8
20052693185040,$329.77,10
25462723077840,$168.93,8
19278741252720,$341.54,10
27147786098160,$231.08,7
18745125650640,$129.86,11
23452368774480,$151.20,5
20826768240480,$293.88,6
23876404799760,$137.95,5
18694029555840,$449.16,7
17693900452080,$147.75,7
13428915575280,$200.40,10
25867921265760,$232.79,9
22902500920560,$211.81,8
28109870157840,$145.09,11
14481987620640,$483.33,6
31292972179200,$87.53,10
17548984539840,$202.72,7
26979230546880,$130.91,6
16600936515840,$174.11,6
33456614766960,$96.18,12
19763723222400,$115.58,12
18595038567360,$162.81,5
31560395595840,$248.12,11
20642576052960,$155.36,6
12201008699520,$189.38,9
27412747052400,$378.64,11
32553752928000,$153.00,10
27467413717680,$114.97,8
29683876123920,$221.76,7
26213404740480,$105.85,5
3786282186240,$194.93,6
20244765252240,$107.88,12
28668972245760,$212.04,7
30018278517840,$454.83,10
17056122690480,$199.69,6
5072795667120,$136.04,11
10483318052400,$171.60,7
31577017217040,$404.22,10
32359957137120,$219.67,11
12731053731120,$126.48,8
16645999577760,$126.02,8
31994035224480,$154.33,9
27546828130080,$302.67,7
26213404740480,$105.85,5
26829635956080,$467.47,October
29300347605120,$314.76,10
18508113644640,$354.54,11
23340449858400,$413.61,8
19856434931760,$306.04,5
31204692902160,$141.90,9
7437252063600,$170.61,8
25438467823200,$191.86,10
26862263582880,$799.05,9
29215885144800,$102.63,7
32512137313440,$146.11,12
27337765072320,$285.26,9
27788518814640,$130.37,6
17408747306160,$198.29,6
26979230546880,$172.33,5
32600662836720,$466.14,12
21283801261920,$91.98,8
29062596860400,$172.31,8
16279831418880,$242.10,11
14777606231760,$113.01,6
30438867095760,$141.84,September
27555939240960,$225.93,9
3635456364240,$132.17,7
29025290555040,$97.87,8
13597963619040,$173.10,10
26979230546880,$132.86,10
27282359668320,$120.61,9
19478077584000,$121.10,7
29614065314880,$187.31,7
32237080263360,$71.22,10
28242843127440,$252.31,9
20244765252240,$125.39,December
25314236595120,$186.36,7
27225723033120,$166.58,9
29179933193760,$156.42,9
30055707946320,$156.82,12
24565648025520,$133.97,7
19146507021840,$151.30,7
33459200352480,$91.72,12
24228167553600,$208.00,10
5353762626960,$119.94,12
18254480017440,$185.73,11
15538753359600,$120.40,9
15848408006400,$245.35,6
19965029523600,$171.73,8
6899080906080,$94.79,8
20160918407520,$437.00,10
1890924876960,$334.77,10
25009137503760,$146.98,6
25933299642480,$246.21,9
28211816101200,$171.63,10
28115041328880,$145.51,5
734183164560,$126.48,7
24675843217920,$226.91,11
28745801072640,$257.18,6
32295686868480,$138.37,10
23175711123840,$107.06,5
28277440724160,$300.20,5
25031053419120,$82.83,6
27337765072320,$328.49,8
27511738040880,$229.33,6
20361239723760,$288.50,October
20421939421920,$160.47,9
20605762240080,$300.74,9
26837146466400,$136.09,7
27613437738000,$179.79,11
28909185452880,$167.21,11
26724365688480,$168.34,8
21159446910720,$266.44,8
29746545792000,$155.94,12
7681651456800,$245.32,8
16790053628160,$461.80,7
23211663074880,$228.12,9
29046590854800,$221.73,6
31594870069440,$132.97,8
21283801261920,$79.18,7
29081557820880,$72.26,6
33350359514400,$118.44,12
12965110782240,$192.21,5
16652894472480,$132.17,7
25749846193680,$131.58,6
29243095354320,$180.01,8
28359440722080,$169.12,9
29883951193920,$197.90,7
28490320598640,$282.61,8
19137395910960,$156.72,8
30350957188080,$43.12,12
28403765045280,$182.34,9
19079035552080,$196.45,9
17896807353840,$115.90,11
14410329964800,$212.30,6
3763873778400,$251.11,10
18750912437280,$377.84,7
13714191844320,$259.03,6
21230119581600,$340.01,6
3751315220160,$170.63,7
27822377672640,$224.32,8
22653299725680,$306.00,7
17457504061680,$212.89,10
2317423364640,$269.54,7
28149638925600,$190.84,8
28861413682320,$293.25,8
31091912124240,$140.95,11
11780789490960,$158.77,11
2704522453920,$260.38,7
10483318052400,$143.71,6
25880479824000,$160.42,12
3938831731920,$182.72,7
26894398717200,$270.92,7
14680954582560,$207.40,7
22530915344400,$107.85,9
22820870292000,$138.10,7
16917116688000,$236.67,9
22096660100160,$236.60,6
27913488781440,$221.58,6
22854852273120,$117.43,5
19911594089520,$144.05,5
25986119460960,$211.10,6
19863945442080,$329.97,7
6291837678240,$206.30,9
31528752954000,$136.53,8
22218305742720,$121.18,12
25872476821200,$183.23,6
27546828130080,$276.41,6
11422993704240,$207.23,6
28001521812240,$167.92,11
24398446828560,$155.18,12
31973966155920,$238.87,9
12780426102240,$182.38,11
23357933341440,$110.76,5
20066852343840,$342.80,8
10148423166000,$201.14,11
19763353853040,$172.50,8
29543515767120,$160.44,11
32650897069680,$262.82,12
26743819141440,$271.39,9
26711807130240,$237.88,6
24562693070640,$219.97,10
25348095453120,$230.09,6
12795939615360,$196.03,11
28013711001120,$199.34,6
25647900250320,$155.00,6
25728422770800,$285.69,11
3420237150480,$201.02,7
21258684145440,$169.08,10
19988299793280,$161.80,July
28419032312160,$197.26,12
4773606485520,$302.77,6
24902266635600,$145.22,6
32398740919920,$141.29,12
21046296763440,$174.29,5
31034167380960,$138.52,10
23424666072480,$262.88,11
23617476878400,$136.74,6
28321518801120,$115.05,6
28635852126480,$186.61,12
29508425677920,$151.88,10
6208975818480,$115.28,9
28364365646880,$206.32,7
30179816051280,$242.00,7
28083029317680,$174.85,6
14333254891680,$142.55,12
24654296671920,$200.66,12
31217128337280,$287.04,8
20194777265520,$237.50,6
27913488781440,$129.65,6
12800987663280,$289.31,5
910495472400,$127.30,6
30391957187040,$330.49,September
27367560867360,$111.74,5
19224813326160,$26.95,8
24005314706400,$200.86,10
23558993396400,$199.68,10
7101125946000,$340.31,7
16645999577760,$230.15,12
13577155811760,$170.37,10
32554122297360,$280.89,10
24361140523200,$298.90,12
19042098616080,$133.83,10
11724029732640,$313.20,8
24544347725760,$169.19,6
25485131485680,$326.65,10
18698461988160,$128.78,8
25548786138720,$139.53,6
23236657068240,$172.75,6
2396222161440,$157.01,6
13131942609840,$344.61,7
17692915467120,$331.14,7
32257149331920,$308.13,12
31896029220960,$153.49,10
17687867419200,$162.94,5
26584620947280,$132.35,10
26991665982000,$138.09,7
2120549495760,$160.88,6
17233050613920,$132.43,6
24645062437920,$127.54,6
7977516314160,$92.63,9
28825584854400,$363.47,6
25539921274080,$166.28,5
19017843361440,$234.61,7
20211275763600,$266.26,8
24407188570080,$64.74,10
26604074400240,$289.58,12
27462119423520,$129.19,11
24220657043280,$62.10,8
28950308574960,$282.48,6
8041663459680,$134.08,12
21242924386080,$230.60,7
33066806969040,$74.34,11
24499777156320,$2.57,6
31311933139680,$143.24,9
26696909232720,$222.40,10
7334198012160,$146.51,8
26762656978800,$205.04,8
698231213520,$280.58,6
27148524836880,$163.52,6
17033098667040,$537.61,9
22972557975840,$246.34,August
17000471040240,$97.88,9
12743366043120,$87.11,9
29273629888080,$216.36,12
27633014314080,$73.32,6
1054180153440,$220.47,8
25454473828800,$187.26,7
23817551948400,$102.37,5
31485290492640,$106.87,8
15986059654560,$145.18,7
13747927579200,$414.78,5
22179398836800,$269.37,7
32268230412720,$334.51,10
24921104472960,$496.03,8
21886488934320,$67.39,6
25899440784480,$136.49,7
20885497968720,$208.58,10
24963828195600,$471.67,9
29785698944160,$125.64,8
26746774096320,$138.24,9
29408080335120,$36.80,7
32504996172480,$68.00,12
31750251446880,$127.98,9
13320690352800,$240.28,9
25383801157920,$277.95,8
11515212921120,$91.91,10
32233509692880,$133.81,10
29822882126400,$0.36,7
18593068597440,$86.33,6
29904266508720,$218.35,7
26657756080560,$107.88,9
2938456381920,$215.17,5
30644975198640,$144.59,9
29690771018640,$202.91,7
13318720382880,$232.14,6
20137278768480,$210.11,9
21701681131200,$288.74,8
31984800990480,$210.84,11
25229897257920,$158.10,7
25121672035440,$175.49,11
23211663074880,$221.02,10
27401419725360,$186.81,7
28242843127440,$254.89,9
30514957183920,$319.98,12
20693302778400,$117.36,9
6645570402000,$200.60,7
18214711249680,$196.42,9
22680263688960,$177.30,7
29243834093040,$281.21,7
25871491836240,$135.54,12
21974768211360,$141.17,5
28310437720320,$214.85,7
5610720578400,$93.02,7
31957960150320,$231.44,9
31082185397760,$431.26,8
2099618565360,$243.70,11
26446599929760,$161.95,9
32929155320880,$122.15,11
26018623964640,$239.61,7
28460401680480,$149.06,8
14338302939600,$143.31,8
28411398678720,$429.68,8
12731053731120,$104.91,8
28054711000080,$215.33,12
26122047385440,$147.03,7
19712873373840,$193.94,10
24698374748880,$80.72,6
28994756021280,$282.46,8
8078600395680,$249.08,11
30324978209760,$130.36,8
22904717136720,$271.21,5
15811717316640,$385.95,9
24703669043040,$201.21,7
21904341786720,$104.46,8
27169209521040,$135.36,7
29515443695760,$282.48,9
26761425747600,$270.45,7
11237077793040,$286.97,6
21170035499040,$85.78,7
18978197716800,$222.15,6
27536608911120,$176.50,6
28943167434000,$265.65,10
32330407588320,$157.45,12
27633014314080,$118.25,11
21779371819920,$124.95,8
25189266628320,$159.07,8
26452879208880,$100.29,9
25680281630880,$179.60,6
21333666125520,$182.02,9
27239020330080,$217.21,12
26217837172800,$441.20,7
26501143471920,$179.67,10
29466317570880,$235.72,6
17604020574480,$244.13,10
14110155798240,$142.96,12
7986750548160,$185.94,10
13881146795040,$189.38,8
3052591514160,$153.39,6
18677777304000,$437.55,6
16521522103440,$265.90,9
28524548826000,$243.58,8
28635852126480,$151.56,5
21912344789520,$119.77,10
13156690356960,$174.58,10
21959747190720,$193.69,8
28797635906160,$202.89,12
20273329816080,$219.56,8
22965416834880,$529.16,8
22528206635760,$67.81,8
11715657360480,$348.87,9
6892555380720,$106.23,9
23238627038160,$95.46,8
4614654537600,$269.30,9
31041554768160,$240.73,8
22528206635760,$26.67,10
20307804289680,$212.90,9
31074305518080,$274.60,12
25494365719680,$361.45,5
26273119453680,$113.50,12
24067615005120,$193.09,8
14676768396480,$42.21,9
15109792409520,$95.36,11
32490344521200,$155.04,11
28077488777280,$182.47,6
21825666113040,$117.76,8
27589182483360,$339.46,7
18025224768000,$256.94,10
24617236612800,$385.91,11
31202722932240,$209.90,12
22763741164320,$230.90,8
23848332728400,$209.47,10
28909185452880,$131.91,11
27870888181920,$181.25,11
29220933192720,$212.38,8
31934813003760,$102.60,10
26066518858320,$144.28,12
28944275542080,$182.56,6
10669357086720,$141.52,7
33411551705040,$134.38,12
28994756021280,$241.06,8
14808879504240,$182.30,6
23877266661600,$228.33,8
25326795153360,$313.77,12
21106257722880,$147.65,6
22720401826080,$196.22,10
28588819094640,$235.40,6
25475158512960,$223.81,6
27282359668320,$74.84,6
32739545716080,$96.74,10
25438467823200,$223.96,6
19137395910960,$167.79,11
32393939118240,$142.14,12
18999990509040,$260.05,7
33138464624880,$140.52,11
18074350892880,$273.56,12
27870272566320,$326.48,8
9484666426080,$207.47,6
30589323548400,$192.48,9
17710891442640,$49.12,9
27406221527040,$139.40,9
16860356929680,$149.11,7
28624401676320,$320.47,12
31158152362800,$230.30,10
28764146417520,$157.34,6
23748479878080,$199.37,6
31985539729200,$229.63,11
8348116905360,$163.22,6
5360780644800,$378.95,7
16530263844960,$93.12,6
26153566904160,$201.72,6
25749846193680,$135.27,6
26339236569120,$347.27,9
12534549231600,$316.51,6
28827185454960,$111.80,6
26951281598640,$224.45,6
27668227526400,$156.32,5
32869317484560,$164.25,12
33578752902000,$212.92,December
11940603300720,$264.48,6
25728422770800,$328.12,9
8359321109280,$129.32,11
5999666514480,$143.13,9
15463032640800,$126.87,7
20693302778400,$114.17,6
31146332543280,$176.32,8
6051008855520,$99.54,9
21771615063360,$202.30,8
19275047559120,$175.89,9
4492147033200,$163.46,8
6622792624800,$209.21,7
31742248444080,$171.78,12
26920870188000,$174.53,6
23263867277760,$102.48,6
16600936515840,$201.34,7
13624188843600,$126.72,7
14569035666480,$247.89,11
28671927200640,$220.25,7
16631840418960,$174.20,6
28583155431120,$165.19,9
19218287800800,$192.08,7
9301951716000,$179.50,8
28732996268160,$97.75,11
21324185645280,$266.10,9
28117503791280,$249.53,10
24715365739440,$181.57,9
2056771719600,$150.78,5
20301155641200,$279.28,10
22828873294800,$145.30,6
21221377840080,$145.64,8
17884618164960,$112.37,10
32073695883120,$255.76,10
25759696043280,$88.97,10
31216512721680,$176.35,12
25503230584320,$142.40,9
22700332757520,$63.07,7
13693999652640,$272.01,5
30115915152000,$237.60,7
18531383914320,$135.44,9
31217128337280,$246.58,10
26740864186560,$260.32,11
904462439520,$201.19,6
27811789084320,$129.87,11
21507762217200,$193.71,12
24856095465600,$226.51,5
6900312137280,$145.50,6
25673263613040,$207.58,9
30462629857920,$218.11,7
7681651456800,$266.72,8
29731278525120,$193.77,12
18066347890080,$387.09,6
24805245617040,$283.93,7
27633506806560,$255.19,8
29039695960080,$231.37,10
25899440784480,$115.52,7
17652900453120,$174.80,12
25738272620400,$245.91,6
21963564007440,$206.98,6
4558633518000,$173.76,6
27313140448320,$226.02,10
24863729099040,$347.17,7
16660281859680,$247.52,5
21912344789520,$98.91,10
28758482754000,$187.49,6
32487389566320,$167.92,11
16949744314800,$505.75,10
28406104384560,$303.87,5
2573026961760,$224.29,12
24582392769840,$579.16,12
27093488802240,$91.01,6
28129200487680,$104.94,6
16248188777040,$241.32,7
27233479789680,$215.19,9
18068317860000,$149.77,7
17037161730000,$146.47,7
12700026704880,$353.32,6
29976170410800,$110.21,10
28490320598640,$274.76,9
27378641948160,$183.56,5
25548786138720,$150.00,7
22976990408160,$259.24,10
24738020393520,$226.28,5
19278248760240,$125.42,9
24003960352080,$218.92,June
21806335783200,$116.16,11
15285489101760,$55.34,12
29241987246240,$180.14,11
20066852343840,$305.81,11
16124696287680,$248.64,6
11390735446800,$216.39,7
12797540215920,$189.27,10
26311410744000,$142.41,7
24902266635600,$159.22,7
29523939191040,$224.82,11
14125915557600,$146.99,8
5872234085280,$141.97,11
25111452816480,$179.20,11
24406080462000,$285.05,6
29014825089840,$149.43,8
28910539807200,$428.08,9
25768068415440,$273.08,10
23571551954640,$125.92,8
20200687175280,$88.36,11
29052500764560,$187.38,12
24009747138720,$115.76,10
23524149553440,$148.18,6
22776792215040,$379.92,9
21856200646800,$230.60,10
15203858473200,$184.35,6
6940696520640,$388.04,8
28998449714880,$197.01,12
29988482722800,$162.10,8
30516188415120,$226.24,10
15925606202640,$168.66,6
31332617823840,$107.46,11
31641533731920,$100.96,9
30541059285360,$132.37,9
29938494736080,$178.81,10
22296735170160,$329.86,7
4212780673920,$216.38,6
28223266551360,$96.88,8
17786119668960,$100.27,6
16568062642800,$295.59,10
22480311742080,$119.80,5
21912344789520,$96.60,7
7657888694640,$259.40,8
22815452874720,$412.95,9
19079035552080,$219.88,12
3903126027120,$179.85,8
29123050312320,$265.85,7
32363404584480,$202.56,10
18366029564160,$193.67,12
26169696032880,$45.36,5
26512224552720,$298.61,8
26830251571680,$142.78,7
24055548939360,$158.11,6
29717365612560,$130.08,9
31074305518080,$330.02,8
28852056325200,$325.80,6
5256618485280,$167.98,6
32073326513760,$1.13,11
3845381283840,$138.32,6
13804441091280,$89.94,6
8350825614000,$100.11,12
27806002297680,$365.30,7
7977516314160,$125.80,7
28783107378000,$216.82,12
32012134323120,$312.99,10
29273629888080,$348.94,9
24704654028000,$225.01,8
2366549489520,$178.33,5
29865359602800,$187.82,7
19550720224800,$429.97,8
19272585096720,$111.09,6
20286503989920,$128.60,6
4552600485120,$637.64,12
12224278969200,$84.66,9
15273053666640,$173.17,7
25749846193680,$162.38,8
13306654317120,$209.42,12
29123665927920,$241.70,10
21271735196160,$159.27,6
25062203568480,$136.80,10
32413023201840,$107.97,11
25312512871440,$400.28,12
15872663261040,$212.86,7
26015053394160,$291.00,7
23885639033760,$248.73,10
16353089675280,$254.38,7
21297344805120,$316.06,7
24813002373600,$260.23,7
27992780070720,$101.23,6
26881717035840,$91.49,10
28856119388160,$437.17,12
